id.auto()	student_id.auto()	subject_id.auto()	mark.auto()	created_at.auto()
2542	53596	456	0	2021-10-06 08:59:10.098312
2543	27532	367	1	2021-10-06 08:59:10.098312
2544	29620	638	1	2021-10-06 08:59:10.098312
2545	19055	14	1	2021-10-06 08:59:10.098312
2546	69060	61	0	2021-10-06 08:59:10.098312
2547	95311	544	0	2021-10-06 08:59:10.098312
2548	37725	979	1	2021-10-06 08:59:10.098312
2549	5313	513	0	2021-10-06 08:59:10.098312
2550	99605	115	4	2021-10-06 08:59:10.098312
2551	43045	549	2	2021-10-06 08:59:10.098312
2552	87001	32	4	2021-10-06 08:59:10.098312
2553	63058	481	3	2021-10-06 08:59:10.098312
2554	11289	246	4	2021-10-06 08:59:10.098312
2555	15687	970	3	2021-10-06 08:59:10.098312
2556	21126	917	2	2021-10-06 08:59:10.098312
2557	58976	529	2	2021-10-06 08:59:10.098312
2558	51933	337	4	2021-10-06 08:59:10.098312
2559	38667	857	1	2021-10-06 08:59:10.098312
2560	57261	100	1	2021-10-06 08:59:10.098312
2561	63818	347	1	2021-10-06 08:59:10.098312
2562	1179	92	4	2021-10-06 08:59:10.098312
2563	20086	134	2	2021-10-06 08:59:10.098312
2564	13974	148	5	2021-10-06 08:59:10.098312
2565	71697	97	2	2021-10-06 08:59:10.098312
2566	61503	17	0	2021-10-06 08:59:10.098312
2567	11685	548	3	2021-10-06 08:59:10.098312
2568	96061	755	3	2021-10-06 08:59:10.098312
2569	40770	793	3	2021-10-06 08:59:10.098312
2570	78775	311	1	2021-10-06 08:59:10.098312
2571	48544	425	5	2021-10-06 08:59:10.098312
2572	86673	399	4	2021-10-06 08:59:10.098312
2573	27295	747	4	2021-10-06 08:59:10.098312
2574	80603	364	1	2021-10-06 08:59:10.098312
2575	96641	904	0	2021-10-06 08:59:10.098312
2576	25286	587	2	2021-10-06 08:59:10.098312
2577	95128	370	1	2021-10-06 08:59:10.098312
2578	55469	185	1	2021-10-06 08:59:10.098312
2579	13812	455	3	2021-10-06 08:59:10.098312
2580	4943	458	0	2021-10-06 08:59:10.098312
2581	12627	545	0	2021-10-06 08:59:10.098312
2582	79570	309	2	2021-10-06 08:59:10.098312
2583	55696	861	4	2021-10-06 08:59:10.098312
2584	80585	180	1	2021-10-06 08:59:10.098312
2585	17823	254	0	2021-10-06 08:59:10.098312
2586	58854	981	1	2021-10-06 08:59:10.098312
2587	43713	250	1	2021-10-06 08:59:10.098312
2588	63116	760	4	2021-10-06 08:59:10.098312
2589	47952	590	2	2021-10-06 08:59:10.098312
2590	94476	239	5	2021-10-06 08:59:10.098312
2591	65146	358	0	2021-10-06 08:59:10.098312
2592	76756	403	1	2021-10-06 08:59:10.098312
2593	21393	14	1	2021-10-06 08:59:10.098312
2594	83901	906	4	2021-10-06 08:59:10.098312
2595	10207	165	5	2021-10-06 08:59:10.098312
2596	17891	638	2	2021-10-06 08:59:10.098312
2597	2588	616	0	2021-10-06 08:59:10.098312
2598	52794	795	3	2021-10-06 08:59:10.098312
2599	31676	385	3	2021-10-06 08:59:10.098312
2600	39015	430	4	2021-10-06 08:59:10.098312
2601	21394	459	1	2021-10-06 08:59:10.098312
2602	46408	477	3	2021-10-06 08:59:10.098312
2603	60035	617	1	2021-10-06 08:59:10.098312
2604	88760	254	2	2021-10-06 08:59:10.098312
2605	39459	114	2	2021-10-06 08:59:10.098312
2606	36477	854	1	2021-10-06 08:59:10.098312
2607	82015	44	3	2021-10-06 08:59:10.098312
2608	39345	877	5	2021-10-06 08:59:10.098312
2609	24806	29	0	2021-10-06 08:59:10.098312
2610	67612	817	3	2021-10-06 08:59:10.098312
2611	68559	641	2	2021-10-06 08:59:10.098312
2612	49402	174	2	2021-10-06 08:59:10.098312
2613	86918	934	2	2021-10-06 08:59:10.098312
2614	14195	373	4	2021-10-06 08:59:10.098312
2615	25726	378	3	2021-10-06 08:59:10.098312
2616	55040	814	3	2021-10-06 08:59:10.098312
2617	60083	365	4	2021-10-06 08:59:10.098312
2618	93832	574	4	2021-10-06 08:59:10.098312
2619	43829	807	2	2021-10-06 08:59:10.098312
2620	54511	22	2	2021-10-06 08:59:10.098312
2621	95014	165	3	2021-10-06 08:59:10.098312
2622	33413	141	2	2021-10-06 08:59:10.098312
2623	27897	738	4	2021-10-06 08:59:10.098312
2624	77163	556	4	2021-10-06 08:59:10.098312
2625	84715	58	4	2021-10-06 08:59:10.098312
2626	88232	89	2	2021-10-06 08:59:10.098312
2627	31793	460	4	2021-10-06 08:59:10.098312
2628	2467	948	4	2021-10-06 08:59:10.098312
2629	47109	314	0	2021-10-06 08:59:10.098312
2630	6776	976	1	2021-10-06 08:59:10.098312
2631	91575	444	1	2021-10-06 08:59:10.098312
2632	63554	323	2	2021-10-06 08:59:10.098312
2633	44600	249	1	2021-10-06 08:59:10.098312
2634	81335	847	0	2021-10-06 08:59:10.098312
2635	66218	127	2	2021-10-06 08:59:10.098312
2636	59804	397	1	2021-10-06 08:59:10.098312
2637	90880	623	3	2021-10-06 08:59:10.098312
2638	75866	896	2	2021-10-06 08:59:10.098312
2639	93338	263	1	2021-10-06 08:59:10.098312
2640	72006	727	0	2021-10-06 08:59:10.098312
2641	56047	631	1	2021-10-06 08:59:10.098312
2642	33699	94	5	2021-10-06 08:59:10.098312
2643	42657	490	4	2021-10-06 08:59:10.098312
2644	7628	272	0	2021-10-06 08:59:10.098312
2645	34653	911	2	2021-10-06 08:59:10.098312
2646	18189	436	3	2021-10-06 08:59:10.098312
2647	43492	574	2	2021-10-06 08:59:10.098312
2648	22892	242	1	2021-10-06 08:59:10.098312
2649	1611	804	3	2021-10-06 08:59:10.098312
2650	71231	465	4	2021-10-06 08:59:10.098312
2651	20545	998	4	2021-10-06 08:59:10.098312
2652	64619	2	3	2021-10-06 08:59:10.098312
2653	98236	325	2	2021-10-06 08:59:10.098312
2654	76229	548	4	2021-10-06 08:59:10.098312
2655	43334	447	3	2021-10-06 08:59:10.098312
2656	6777	68	4	2021-10-06 08:59:10.098312
2657	600	121	2	2021-10-06 08:59:10.098312
2658	71613	246	5	2021-10-06 08:59:10.098312
2659	32762	918	2	2021-10-06 08:59:10.098312
2660	72666	809	4	2021-10-06 08:59:10.098312
2661	3659	747	1	2021-10-06 08:59:10.098312
2662	29029	852	1	2021-10-06 08:59:10.098312
2663	81597	64	3	2021-10-06 08:59:10.098312
2664	34695	368	4	2021-10-06 08:59:10.098312
2665	98999	739	2	2021-10-06 08:59:10.098312
2666	24652	285	5	2021-10-06 08:59:10.098312
2667	1736	482	4	2021-10-06 08:59:10.098312
2668	58627	399	3	2021-10-06 08:59:10.098312
2669	90778	393	3	2021-10-06 08:59:10.098312
2670	44172	686	1	2021-10-06 08:59:10.098312
2671	51336	825	3	2021-10-06 08:59:10.098312
2672	3632	413	2	2021-10-06 08:59:10.098312
2673	95787	901	2	2021-10-06 08:59:10.098312
2674	78815	580	4	2021-10-06 08:59:10.098312
2675	54859	635	3	2021-10-06 08:59:10.098312
2676	55329	164	1	2021-10-06 08:59:10.098312
2677	44315	582	4	2021-10-06 08:59:10.098312
2678	58742	738	0	2021-10-06 08:59:10.098312
2679	10976	622	0	2021-10-06 08:59:10.098312
2680	71953	955	2	2021-10-06 08:59:10.098312
2681	24641	822	2	2021-10-06 08:59:10.098312
2682	6447	459	5	2021-10-06 08:59:10.098312
2683	71491	743	2	2021-10-06 08:59:10.098312
2684	48293	990	2	2021-10-06 08:59:10.098312
2685	84834	282	2	2021-10-06 08:59:10.098312
2686	85799	921	1	2021-10-06 08:59:10.098312
2687	78619	946	2	2021-10-06 08:59:10.098312
2688	48759	750	4	2021-10-06 08:59:10.098312
2689	21396	242	0	2021-10-06 08:59:10.098312
2690	53099	610	3	2021-10-06 08:59:10.098312
2691	34995	578	4	2021-10-06 08:59:10.098312
2692	42807	471	1	2021-10-06 08:59:10.098312
2693	98497	942	2	2021-10-06 08:59:10.098312
2694	55779	302	4	2021-10-06 08:59:10.098312
2695	22062	651	3	2021-10-06 08:59:10.098312
2696	6584	371	3	2021-10-06 08:59:10.098312
2697	61464	152	1	2021-10-06 08:59:10.098312
2698	41500	435	1	2021-10-06 08:59:10.098312
2699	54707	92	1	2021-10-06 08:59:10.098312
2700	35664	978	2	2021-10-06 08:59:10.098312
2701	48397	486	4	2021-10-06 08:59:10.098312
2702	58950	859	0	2021-10-06 08:59:10.098312
2703	63151	615	5	2021-10-06 08:59:10.098312
2704	34218	871	0	2021-10-06 08:59:10.098312
2705	98631	209	4	2021-10-06 08:59:10.098312
2706	45813	933	3	2021-10-06 08:59:10.098312
2707	50423	503	4	2021-10-06 08:59:10.098312
2708	36909	431	2	2021-10-06 08:59:10.098312
2709	69672	52	2	2021-10-06 08:59:10.098312
2710	39387	548	2	2021-10-06 08:59:10.098312
2711	35951	913	3	2021-10-06 08:59:10.098312
2712	57394	29	2	2021-10-06 08:59:10.098312
2713	74143	639	3	2021-10-06 08:59:10.098312
2714	14820	817	3	2021-10-06 08:59:10.098312
2715	1065	219	1	2021-10-06 08:59:10.098312
2716	29667	849	1	2021-10-06 08:59:10.098312
2717	89018	264	4	2021-10-06 08:59:10.098312
2718	84523	946	5	2021-10-06 08:59:10.098312
2719	69885	414	3	2021-10-06 08:59:10.098312
2720	60061	884	3	2021-10-06 08:59:10.098312
2721	13277	932	3	2021-10-06 08:59:10.098312
2722	19780	301	1	2021-10-06 08:59:10.098312
2723	65442	373	2	2021-10-06 08:59:10.098312
2724	8176	730	1	2021-10-06 08:59:10.098312
2725	28153	494	1	2021-10-06 08:59:10.098312
2726	84709	858	4	2021-10-06 08:59:10.098312
2727	97238	813	3	2021-10-06 08:59:10.098312
2728	73981	812	4	2021-10-06 08:59:10.098312
2729	50578	212	0	2021-10-06 08:59:10.098312
2730	69457	245	3	2021-10-06 08:59:10.098312
2731	35395	884	1	2021-10-06 08:59:10.098312
2732	94954	784	5	2021-10-06 08:59:10.098312
2733	22421	32	2	2021-10-06 08:59:10.098312
2734	70066	423	3	2021-10-06 08:59:10.098312
2735	91998	87	2	2021-10-06 08:59:10.098312
2736	16807	609	4	2021-10-06 08:59:10.098312
2737	95114	190	0	2021-10-06 08:59:10.098312
2738	34836	632	2	2021-10-06 08:59:10.098312
2739	45591	783	4	2021-10-06 08:59:10.098312
2740	88884	242	2	2021-10-06 08:59:10.098312
2741	82758	576	1	2021-10-06 08:59:10.098312
2742	42834	879	3	2021-10-06 08:59:10.098312
2743	65094	319	1	2021-10-06 08:59:10.098312
2744	86147	291	3	2021-10-06 08:59:10.098312
2745	69395	170	0	2021-10-06 08:59:10.098312
2746	86354	437	0	2021-10-06 08:59:10.098312
2747	71937	328	2	2021-10-06 08:59:10.098312
2748	40399	65	4	2021-10-06 08:59:10.098312
2749	68163	49	1	2021-10-06 08:59:10.098312
2750	7234	195	4	2021-10-06 08:59:10.098312
2751	50758	749	3	2021-10-06 08:59:10.098312
2752	79977	128	4	2021-10-06 08:59:10.098312
2753	19755	831	2	2021-10-06 08:59:10.098312
2754	64535	432	5	2021-10-06 08:59:10.098312
2755	99958	774	3	2021-10-06 08:59:10.098312
2756	78637	676	3	2021-10-06 08:59:10.098312
2757	18158	600	0	2021-10-06 08:59:10.098312
2758	91161	273	0	2021-10-06 08:59:10.098312
2759	63790	531	3	2021-10-06 08:59:10.098312
2760	89146	720	2	2021-10-06 08:59:10.098312
2761	87048	467	0	2021-10-06 08:59:10.098312
2762	74050	132	2	2021-10-06 08:59:10.098312
2763	15416	51	1	2021-10-06 08:59:10.098312
2764	54237	957	5	2021-10-06 08:59:10.098312
2765	75928	622	0	2021-10-06 08:59:10.098312
2766	57085	827	1	2021-10-06 08:59:10.098312
2767	79265	792	3	2021-10-06 08:59:10.098312
2768	92549	142	2	2021-10-06 08:59:10.098312
2769	13468	997	4	2021-10-06 08:59:10.098312
2770	41714	547	0	2021-10-06 08:59:10.098312
2771	29122	313	5	2021-10-06 08:59:10.098312
2772	84409	457	2	2021-10-06 08:59:10.098312
2773	11622	125	2	2021-10-06 08:59:10.098312
2774	157	675	2	2021-10-06 08:59:10.098312
2775	44837	357	1	2021-10-06 08:59:10.098312
2776	14981	35	0	2021-10-06 08:59:10.098312
2777	92952	656	1	2021-10-06 08:59:10.098312
2778	90304	286	1	2021-10-06 08:59:10.098312
2779	34862	406	2	2021-10-06 08:59:10.098312
2780	99495	306	4	2021-10-06 08:59:10.098312
2781	91691	165	5	2021-10-06 08:59:10.098312
2782	31060	185	0	2021-10-06 08:59:10.098312
2783	1752	667	1	2021-10-06 08:59:10.098312
2784	18974	991	2	2021-10-06 08:59:10.098312
2785	66521	515	4	2021-10-06 08:59:10.098312
2786	12283	60	4	2021-10-06 08:59:10.098312
2787	57106	300	5	2021-10-06 08:59:10.098312
2788	50439	513	2	2021-10-06 08:59:10.098312
2789	56269	379	3	2021-10-06 08:59:10.098312
2790	92939	234	4	2021-10-06 08:59:10.098312
2791	88515	78	5	2021-10-06 08:59:10.098312
2792	19882	777	3	2021-10-06 08:59:10.098312
2793	68811	454	3	2021-10-06 08:59:10.098312
2794	33288	293	5	2021-10-06 08:59:10.098312
2795	69101	515	3	2021-10-06 08:59:10.098312
2796	264	764	4	2021-10-06 08:59:10.098312
2797	90944	264	3	2021-10-06 08:59:10.098312
2798	15180	127	0	2021-10-06 08:59:10.098312
2799	72155	593	3	2021-10-06 08:59:10.098312
2800	242	890	2	2021-10-06 08:59:10.098312
2801	20977	29	1	2021-10-06 08:59:10.098312
2802	25911	593	3	2021-10-06 08:59:10.098312
2803	99926	372	2	2021-10-06 08:59:10.098312
2804	90829	524	4	2021-10-06 08:59:10.098312
2805	39957	249	3	2021-10-06 08:59:10.098312
2806	62409	443	1	2021-10-06 08:59:10.098312
2807	61858	470	4	2021-10-06 08:59:10.098312
2808	76168	807	2	2021-10-06 08:59:10.098312
2809	69392	10	1	2021-10-06 08:59:10.098312
2810	90632	888	3	2021-10-06 08:59:10.098312
2811	42348	545	5	2021-10-06 08:59:10.098312
2812	5747	468	2	2021-10-06 08:59:10.098312
2813	19970	998	4	2021-10-06 08:59:10.098312
2814	59297	545	1	2021-10-06 08:59:10.098312
2815	82392	754	5	2021-10-06 08:59:10.098312
2816	90031	828	4	2021-10-06 08:59:10.098312
2817	74708	397	5	2021-10-06 08:59:10.098312
2818	6179	973	0	2021-10-06 08:59:10.098312
2819	43002	672	1	2021-10-06 08:59:10.098312
2820	84221	752	3	2021-10-06 08:59:10.098312
2821	43580	860	1	2021-10-06 08:59:10.098312
2822	49993	396	5	2021-10-06 08:59:10.098312
2823	65887	695	2	2021-10-06 08:59:10.098312
2824	16452	199	5	2021-10-06 08:59:10.098312
2825	67106	17	1	2021-10-06 08:59:10.098312
2826	90565	854	4	2021-10-06 08:59:10.098312
2827	30625	893	1	2021-10-06 08:59:10.098312
2828	84922	991	1	2021-10-06 08:59:10.098312
2829	49122	921	1	2021-10-06 08:59:10.098312
2830	74573	802	1	2021-10-06 08:59:10.098312
2831	85940	872	3	2021-10-06 08:59:10.098312
2832	42726	668	5	2021-10-06 08:59:10.098312
2833	60234	632	2	2021-10-06 08:59:10.098312
2834	46346	310	1	2021-10-06 08:59:10.098312
2835	4124	829	3	2021-10-06 08:59:10.098312
2836	56319	598	5	2021-10-06 08:59:10.098312
2837	18793	392	0	2021-10-06 08:59:10.098312
2838	61161	728	2	2021-10-06 08:59:10.098312
2839	38509	388	2	2021-10-06 08:59:10.098312
2840	3369	912	3	2021-10-06 08:59:10.098312
2841	57143	169	3	2021-10-06 08:59:10.098312
2842	95077	875	4	2021-10-06 08:59:10.098312
2843	30944	247	2	2021-10-06 08:59:10.098312
2844	69520	335	2	2021-10-06 08:59:10.098312
2845	54806	369	4	2021-10-06 08:59:10.098312
2846	19446	359	2	2021-10-06 08:59:10.098312
2847	98482	428	3	2021-10-06 08:59:10.098312
2848	6757	906	1	2021-10-06 08:59:10.098312
2849	97263	623	1	2021-10-06 08:59:10.098312
2850	38471	981	3	2021-10-06 08:59:10.098312
2851	68977	10	3	2021-10-06 08:59:10.098312
2852	90325	210	2	2021-10-06 08:59:10.098312
2853	99572	923	4	2021-10-06 08:59:10.098312
2854	44325	804	4	2021-10-06 08:59:10.098312
2855	37240	328	3	2021-10-06 08:59:10.098312
2856	42682	558	4	2021-10-06 08:59:10.098312
2857	32701	502	2	2021-10-06 08:59:10.098312
2858	68855	531	2	2021-10-06 08:59:10.098312
2859	56532	167	1	2021-10-06 08:59:10.098312
2860	39981	685	3	2021-10-06 08:59:10.098312
2861	96846	994	3	2021-10-06 08:59:10.098312
2862	40746	225	2	2021-10-06 08:59:10.098312
2863	83169	4	2	2021-10-06 08:59:10.098312
2864	41925	986	4	2021-10-06 08:59:10.098312
2865	82246	120	4	2021-10-06 08:59:10.098312
2866	69131	240	2	2021-10-06 08:59:10.098312
2867	91897	609	1	2021-10-06 08:59:10.098312
2868	68609	224	2	2021-10-06 08:59:10.098312
2869	88809	856	2	2021-10-06 08:59:10.098312
2870	17364	12	5	2021-10-06 08:59:10.098312
2871	90106	990	0	2021-10-06 08:59:10.098312
2872	24306	65	1	2021-10-06 08:59:10.098312
2873	29423	490	4	2021-10-06 08:59:10.098312
2874	21561	412	3	2021-10-06 08:59:10.098312
2875	31000	208	5	2021-10-06 08:59:10.098312
2876	19868	1000	3	2021-10-06 08:59:10.098312
2877	75631	767	1	2021-10-06 08:59:10.098312
2878	79318	1000	5	2021-10-06 08:59:10.098312
2879	7961	249	1	2021-10-06 08:59:10.098312
2880	74428	45	2	2021-10-06 08:59:10.098312
2881	12533	149	3	2021-10-06 08:59:10.098312
2882	57845	46	2	2021-10-06 08:59:10.098312
2883	93671	572	2	2021-10-06 08:59:10.098312
2884	20232	643	2	2021-10-06 08:59:10.098312
2885	74875	659	0	2021-10-06 08:59:10.098312
2886	90201	568	3	2021-10-06 08:59:10.098312
2887	45019	828	2	2021-10-06 08:59:10.098312
2888	37777	80	1	2021-10-06 08:59:10.098312
2889	32174	254	4	2021-10-06 08:59:10.098312
2890	20645	332	3	2021-10-06 08:59:10.098312
2891	23291	442	1	2021-10-06 08:59:10.098312
2892	11258	181	3	2021-10-06 08:59:10.098312
2893	49850	857	3	2021-10-06 08:59:10.098312
2894	36599	937	5	2021-10-06 08:59:10.098312
2895	11543	323	3	2021-10-06 08:59:10.098312
2896	38007	794	3	2021-10-06 08:59:10.098312
2897	48353	605	3	2021-10-06 08:59:10.098312
2898	69559	513	0	2021-10-06 08:59:10.098312
2899	69450	574	5	2021-10-06 08:59:10.098312
2900	56209	532	5	2021-10-06 08:59:10.098312
2901	64959	39	3	2021-10-06 08:59:10.098312
2902	23001	791	2	2021-10-06 08:59:10.098312
2903	55354	223	4	2021-10-06 08:59:10.098312
2904	22615	101	2	2021-10-06 08:59:10.098312
2905	89963	139	0	2021-10-06 08:59:10.098312
2906	82150	675	3	2021-10-06 08:59:10.098312
2907	52309	367	4	2021-10-06 08:59:10.098312
2908	73189	851	1	2021-10-06 08:59:10.098312
2909	81590	377	2	2021-10-06 08:59:10.098312
2910	9207	195	2	2021-10-06 08:59:10.098312
2911	9726	580	0	2021-10-06 08:59:10.098312
2912	17163	962	0	2021-10-06 08:59:10.098312
2913	72063	984	0	2021-10-06 08:59:10.098312
2914	31844	234	2	2021-10-06 08:59:10.098312
2915	69291	463	2	2021-10-06 08:59:10.098312
2916	18118	662	2	2021-10-06 08:59:10.098312
2917	97641	894	5	2021-10-06 08:59:10.098312
2918	35452	300	2	2021-10-06 08:59:10.098312
2919	70439	84	3	2021-10-06 08:59:10.098312
2920	99437	459	1	2021-10-06 08:59:10.098312
2921	88557	406	4	2021-10-06 08:59:10.098312
2922	44093	330	3	2021-10-06 08:59:10.098312
2923	81218	183	2	2021-10-06 08:59:10.098312
2924	60610	68	4	2021-10-06 08:59:10.098312
2925	27082	952	3	2021-10-06 08:59:10.098312
2926	81683	898	0	2021-10-06 08:59:10.098312
2927	16327	112	1	2021-10-06 08:59:10.098312
2928	53409	870	3	2021-10-06 08:59:10.098312
2929	41642	959	1	2021-10-06 08:59:10.098312
2930	89625	812	2	2021-10-06 08:59:10.098312
2931	51101	273	3	2021-10-06 08:59:10.098312
2932	40103	32	4	2021-10-06 08:59:10.098312
2933	66784	273	2	2021-10-06 08:59:10.098312
2934	8223	776	4	2021-10-06 08:59:10.098312
2935	13452	172	2	2021-10-06 08:59:10.098312
2936	10838	942	1	2021-10-06 08:59:10.098312
2937	65660	644	4	2021-10-06 08:59:10.098312
2938	7617	80	0	2021-10-06 08:59:10.098312
2939	54636	728	3	2021-10-06 08:59:10.098312
2940	32465	382	1	2021-10-06 08:59:10.098312
2941	79202	149	1	2021-10-06 08:59:10.098312
2942	59691	671	4	2021-10-06 08:59:10.098312
2943	40177	97	3	2021-10-06 08:59:10.098312
2944	7917	483	4	2021-10-06 08:59:10.098312
2945	24778	304	2	2021-10-06 08:59:10.098312
2946	71336	418	2	2021-10-06 08:59:10.098312
2947	79012	166	4	2021-10-06 08:59:10.098312
2948	31747	279	0	2021-10-06 08:59:10.098312
2949	40576	560	1	2021-10-06 08:59:10.098312
2950	14015	793	2	2021-10-06 08:59:10.098312
2951	97144	464	2	2021-10-06 08:59:10.098312
2952	100	486	2	2021-10-06 08:59:10.098312
2953	72858	255	2	2021-10-06 08:59:10.098312
2954	84291	422	3	2021-10-06 08:59:10.098312
2955	88657	171	1	2021-10-06 08:59:10.098312
2956	49832	586	4	2021-10-06 08:59:10.098312
2957	60239	649	3	2021-10-06 08:59:10.098312
2958	57589	552	5	2021-10-06 08:59:10.098312
2959	16773	556	3	2021-10-06 08:59:10.098312
2960	83529	998	3	2021-10-06 08:59:10.098312
2961	7329	925	1	2021-10-06 08:59:10.098312
2962	74958	108	2	2021-10-06 08:59:10.098312
2963	17416	584	3	2021-10-06 08:59:10.098312
2964	37928	514	3	2021-10-06 08:59:10.098312
2965	35885	997	3	2021-10-06 08:59:10.098312
2966	88781	714	4	2021-10-06 08:59:10.098312
2967	6572	172	5	2021-10-06 08:59:10.098312
2968	814	768	1	2021-10-06 08:59:10.098312
2969	29382	130	1	2021-10-06 08:59:10.098312
2970	92677	739	4	2021-10-06 08:59:10.098312
2971	51189	655	1	2021-10-06 08:59:10.098312
2972	55023	755	5	2021-10-06 08:59:10.098312
2973	2811	535	4	2021-10-06 08:59:10.098312
2974	22746	195	1	2021-10-06 08:59:10.098312
2975	36241	163	1	2021-10-06 08:59:10.098312
2976	72777	571	1	2021-10-06 08:59:10.098312
2977	84355	211	2	2021-10-06 08:59:10.098312
2978	43143	852	4	2021-10-06 08:59:10.098312
2979	29484	261	3	2021-10-06 08:59:10.098312
2980	64204	100	4	2021-10-06 08:59:10.098312
2981	51220	22	2	2021-10-06 08:59:10.098312
2982	93000	11	4	2021-10-06 08:59:10.098312
2983	27980	446	5	2021-10-06 08:59:10.098312
2984	95752	132	4	2021-10-06 08:59:10.098312
2985	6770	140	3	2021-10-06 08:59:10.098312
2986	88	680	0	2021-10-06 08:59:10.098312
2987	92385	216	0	2021-10-06 08:59:10.098312
2988	5100	431	2	2021-10-06 08:59:10.098312
2989	32327	279	1	2021-10-06 08:59:10.098312
2990	61274	540	3	2021-10-06 08:59:10.098312
2991	41840	780	1	2021-10-06 08:59:10.098312
2992	1796	535	1	2021-10-06 08:59:10.098312
2993	4825	708	3	2021-10-06 08:59:10.098312
2994	69193	932	1	2021-10-06 08:59:10.098312
2995	93477	912	2	2021-10-06 08:59:10.098312
2996	12647	127	2	2021-10-06 08:59:10.098312
2997	85542	70	3	2021-10-06 08:59:10.098312
2998	90628	621	2	2021-10-06 08:59:10.098312
2999	24428	639	1	2021-10-06 08:59:10.098312
3000	5298	808	3	2021-10-06 08:59:10.098312
3001	13674	714	5	2021-10-06 08:59:10.098312
3002	50930	121	1	2021-10-06 08:59:10.098312
3003	236	275	2	2021-10-06 08:59:10.098312
3004	38121	432	2	2021-10-06 08:59:10.098312
3005	6679	225	5	2021-10-06 08:59:10.098312
3006	8979	660	2	2021-10-06 08:59:10.098312
3849	34555	494	1	2021-10-06 09:41:59.761655
3850	4200	361	3	2021-10-06 09:41:59.761655
3851	88395	189	2	2021-10-06 09:41:59.761655
3852	142045	476	2	2021-10-06 09:41:59.761655
3853	188605	169	3	2021-10-06 09:41:59.761655
3854	83392	187	1	2021-10-06 09:41:59.761655
3855	37524	45	2	2021-10-06 09:41:59.761655
3856	19994	108	4	2021-10-06 09:41:59.761655
3857	99768	310	3	2021-10-06 09:41:59.761655
3858	124552	442	5	2021-10-06 09:41:59.761655
3859	77983	619	1	2021-10-06 09:41:59.761655
3860	70363	624	2	2021-10-06 09:41:59.761655
3861	66806	203	5	2021-10-06 09:41:59.761655
3862	144396	453	1	2021-10-06 09:41:59.761655
3863	53180	696	3	2021-10-06 09:41:59.761655
3864	110279	184	5	2021-10-06 09:41:59.761655
3865	114234	744	1	2021-10-06 09:41:59.761655
3866	68868	680	4	2021-10-06 09:41:59.761655
3867	166023	468	1	2021-10-06 09:41:59.761655
3868	43469	142	0	2021-10-06 09:41:59.761655
3869	64281	119	5	2021-10-06 09:41:59.761655
3870	111252	588	0	2021-10-06 09:41:59.761655
3871	31682	686	3	2021-10-06 09:41:59.761655
3872	114134	214	2	2021-10-06 09:41:59.761655
3873	19810	211	4	2021-10-06 09:41:59.761655
3874	33128	240	4	2021-10-06 09:41:59.761655
3875	170325	630	4	2021-10-06 09:41:59.761655
